Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to Region value or percentiles,Time period Sortable,New data,Compared to goal
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,,,2015,94.7261896202678,93.9129396546008,95.5447303303505,,,51897,54786327,,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2015,69.6234924331395,,,,,3541,5085927,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2015,62.7002813432727,,,,,2328,3712902,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2015,85.7329344801232,,,,,3289,3836332,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2015,98.9422485850524,,,,,5252,5308147,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2015,97.1613018946325,,,,,3781,3891467,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2015,97.0987621403363,,,,,5681,5850744,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2015,99.7086372249483,,,,,7321,7342393,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2015,113.43329620935,,,,,7649,6743170,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
93356,"Campylobacter incidence rate/100,000
",,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2015,102.674844600552,,,,,6569,6397867,Aggregated from all known lower geography values,,Not compared,Not compared,20150000,
